group,sc1,sc2_1,sc4,sc5,q1_1,q2_1,q4_1,q5_1,q5_2,q5_3,q5_4,q6_1,q6_2,q6_3,q6_4,q6_5,q6_6,q6_7,q6_8,q6_9,q6_10,q6_11,q6_12,q6_13,q6_14,q6_15,q6_16,q6_17,q6_18,q6_19,q6_20,q6_21,q6_22,q6_23,q6_24,q6_25,q6_26,q6_27,q6_28,q6_29,q6_30,q6_31,q6_32,q6_33,q7_1,q7_2,q7_3,q7_4,q7_5,q7_6,q7_7,q7_8,q7_9,q7_10,q7_11,q7_12,q7_13,q7_14,q7_15,q7_16,q7_17,q7_18,q7_19,q7_20,q7_21,q7_22,q7_23,q7_24,q7_25,q7_26,q7_27,q7_28,q7_29,q7_30,q7_31,q7_32,q7_33,q8_1,q8_2,q8_3,q8_4,q8_5,q8_6,q8_7,q8_8,q8_9,q8_10,q8_11,q8_12,q8_13,q8_14,q8_15,q8_16,q8_17,q8_18,q8_19,q8_20,q8_21,q8_22,q8_23,q8_24,q8_25,q8_26,q8_27,q8_28,q8_29,q8_30,q8_31,q8_32,q8_33
14,1,57,1,4,2,60,3,5,2,3,3,5,6,1,1,3,2,1,1,2,1,8,1,1,2,1,2,4,2,3,3,2,2,2,2,2,3,1,2,1,1,8,1,3,2,2,2,2,2,3,2,2,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,5,5,1,5,3,1,1,15,15,5,5,15,15,15,15,1,1,1,1,1,3,3,2,5,1,1,15,3,15,5,15,6,15
16,2,29,1,4,4,20,3,1,1,3,3,3,6,1,1,4,2,1,1,1,3,6,6,2,3,3,3,3,2,3,4,3,2,3,3,3,3,2,3,2,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,3,1,2,2,1,7,7,2,1,7,7,2,2,2,1,1,1,2,4,4,4,1,4,4,2,5,5,2,3,7,7,7,15,5,4
11,1,26,1,4,1,100,2,1,1,3,5,1,5,2,1,4,4,2,2,2,2,6,1,1,5,4,3,4,2,3,4,3,2,2,2,3,3,1,5,3,3,1,1,1,2,1,1,2,3,3,2,3,3,2,2,2,2,2,2,3,2,2,2,2,2,3,3,2,3,3,2,2,2,2,2,2,2,14,6,1,1,8,1,1,8,1,15,8,3,1,1,1,1,8,8,8,6,6,6,2,8,1,1,2,8,8,8,15,8,15
3,1,49,2,1,1,0,3,3,2,3,2,5,5,2,2,2,2,2,5,5,5,11,5,2,8,5,5,5,5,5,5,5,3,3,5,3,5,2,4,4,3,3,3,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,4,1
17,2,38,1,4,2,10,2,3,4,4,3,6,8,2,2,5,5,5,3,3,6,8,5,2,4,4,5,8,4,4,4,4,1,1,4,2,4,1,2,2,2,2,1,2,3,2,2,2,3,3,3,3,3,3,3,3,2,3,3,3,3,2,2,3,2,2,2,3,3,3,2,3,2,2,2,2,2,15,1,1,2,1,15,15,15,15,15,1,2,15,15,15,15,15,1,1,1,2,2,2,15,15,15,2,5,7,7,14,2,15
19,2,58,2,3,1,100,1,3,4,3,3,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,3,3,2,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,15,4,15,8,8,15,8,8,8,15,15,15,2,2,2,2,4,4,4,15,3,3,2,3,4,2,2,7,7,7,15,15,15
13,1,41,1,4,2,10,1,5,5,5,5,3,4,1,2,4,2,1,2,2,2,4,3,1,3,1,4,4,4,4,3,3,1,3,3,1,4,1,3,2,2,5,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,15,15,15,2,8,15,15,15,15,15,8,3,15,15,15,15,15,2,4,15,6,15,15,15,2,15,1,6,6,15,15,14,2
19,2,51,1,4,3,50,4,3,3,3,3,2,8,2,2,4,2,2,4,4,4,7,6,2,2,2,2,4,4,4,4,3,3,3,6,5,5,1,4,3,3,1,1,3,3,3,3,2,2,3,2,2,2,2,3,3,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,15,4,3,8,8,6,4,5,4,4,15,15,2,1,2,2,8,8,8,1,3,3,2,4,1,4,3,8,8,8,1,8,8
4,1,57,2,2,3,35,2,5,4,2,1,3,8,3,2,3,3,2,2,2,3,6,5,2,5,3,3,4,3,3,5,3,3,2,3,2,4,2,3,3,3,5,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,1,2,2,14,14,1,1,2,2,2,1,1,1,1,1,1,6,6,6,2,2,4,4,4,1,2,4,6,6,6,1,6,1
11,1,26,1,4,3,0,6,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
16,2,25,1,4,2,60,3,3,4,3,3,3,6,2,2,3,2,2,5,2,2,4,4,2,1,1,4,4,3,3,1,3,2,2,3,2,2,2,3,1,1,1,1,1,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,3,3,2,2,2,2,2,2,2,4,3,2,8,8,2,2,2,2,2,4,4,2,2,2,2,4,4,4,1,3,3,2,4,4,5,3,14,15,15,15,6,15
19,2,56,2,4,2,80,2,3,2,2,3,3,7,2,2,4,2,2,2,2,2,5,4,1,2,2,3,3,3,3,4,2,2,2,4,2,2,2,4,2,2,4,2,1,2,1,2,2,3,3,2,2,2,2,1,2,2,2,2,3,2,2,2,3,2,2,2,2,3,2,3,2,2,2,2,2,2,8,6,2,8,14,8,2,4,8,3,8,8,1,1,8,2,8,8,8,2,3,5,2,3,8,6,4,14,14,14,14,6,15
4,1,52,2,1,2,20,1,3,3,3,3,3,8,2,2,5,2,2,2,2,3,6,4,2,2,2,5,5,5,3,2,3,3,3,3,3,3,3,3,3,4,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,3,2,2,2,2,2,2,2,1,2,1,14,6,2,2,2,2,2,15,15,2,2,2,2,2,3,3,15,2,2,2,2,4,2,2,2,2,2,15,6,15
13,1,42,1,4,0,10,1,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,39,1,4,1,100,1,3,3,4,3,1,3,1,1,3,3,2,1,1,1,5,1,1,1,1,1,3,2,1,3,2,2,1,1,2,3,1,1,2,2,1,1,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,3,3,3,2,2,2,2,2,2,6,3,1,5,6,2,2,3,3,3,6,6,1,3,3,3,5,5,5,6,2,2,2,2,3,3,3,6,6,6,1,1,1
13,1,42,2,4,2,30,1,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,15,15,15,2,15,15,15,15,15,15,15,2,15,15,15,15,15,2,2,15,15,1,1,2,2,15,1,15,15,15,15,4,15
19,2,56,1,4,1,100,1,1,5,3,5,1,4,1,1,1,1,1,1,1,1,3,3,1,1,1,2,2,2,2,2,1,1,1,3,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,15,2,15,8,8,7,1,1,1,1,1,2,1,1,1,1,6,6,6,1,2,4,1,8,8,6,4,11,11,11,1,4,1
16,2,24,1,4,6,60,3,2,1,1,1,3,3,3,3,4,2,3,2,2,2,5,5,3,4,3,3,3,4,3,3,2,4,3,3,3,3,4,3,3,3,5,3,3,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,2,1,1,3,1,1,1,1,1,1,1,1,14,3,14,13,14,2,3,3,3,3,6,6,3,3,4,4,8,8,8,8,5,5,2,8,5,8,5,8,8,8,14,14,14
13,1,43,1,4,1,100,2,3,3,3,3,1,6,1,1,2,3,1,1,1,1,4,2,1,1,1,7,2,2,1,5,1,2,3,5,3,5,1,6,1,2,2,4,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,3,3,1,1,11,1,1,1,1,1,8,4,1,1,1,1,1,2,1,1,1,4,1,1,1,1,3,3,1,3,15,1,15
16,2,27,2,4,2,65,2,5,5,5,3,2,4,1,1,3,2,2,1,1,2,4,4,2,2,2,3,3,3,3,3,2,2,2,2,2,2,1,4,2,2,2,1,2,3,2,1,2,2,3,3,2,2,3,2,2,2,3,3,3,3,3,3,3,3,2,2,3,3,2,2,3,3,2,2,2,2,4,3,2,5,7,3,4,4,1,1,3,3,1,1,1,1,3,3,3,1,2,2,3,2,2,2,2,4,2,6,1,2,2
14,1,54,2,3,2,15,1,3,3,3,3,1,2,2,1,2,1,1,1,1,1,5,1,1,1,1,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,50,1,4,1,20,1,3,4,3,3,1,3,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,15,4,4,1,1,1,1,1,1,1,15,15,1,1,1,1,1,1,1,1,3,3,1,4,2,2,2,4,4,4,15,3,1
16,2,26,2,4,2,50,2,2,2,3,3,2,3,3,4,2,2,3,2,4,3,3,3,1,2,2,3,2,3,2,3,2,3,3,3,3,3,3,4,3,3,3,3,3,3,2,3,2,3,1,2,3,2,2,2,2,3,2,2,2,2,2,2,2,3,1,2,2,2,2,2,2,2,1,1,1,1,4,4,3,3,4,4,4,3,3,4,4,4,4,4,4,3,3,4,4,3,4,4,4,3,3,3,3,3,2,2,3,3,2
9,2,58,1,1,2,100,2,5,5,5,5,2,8,3,1,3,1,2,2,2,2,5,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,2,1,14,14,14,1,2,2,3,8,3,1,1,1,2,10,10,10,6,14,3,2,2,2,8,5,14,14,14,15,15,15
17,2,31,1,4,1,100,2,2,4,4,4,3,5,3,1,4,2,2,2,2,2,4,4,2,13,2,4,3,3,3,3,3,2,2,2,2,2,2,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,1,3,2,1,3,3,2,2,2,2,2,2,1,2,2,2,2,2,2,3,1,8,8,3,2,2,2,2,8,8,2,1,2,2,8,8,8,1,2,2,1,8,4,8,2,10,10,10,8,8,1
8,2,47,2,2,3,100,6,5,2,2,3,4,8,3,2,4,4,2,4,4,4,12,4,2,2,2,5,3,3,2,2,3,2,2,3,2,3,2,3,3,3,5,1,2,2,1,2,2,3,3,2,3,3,2,2,2,2,2,3,3,2,2,2,3,2,3,3,2,3,3,2,3,3,3,2,2,3,8,4,2,4,8,8,2,2,2,2,8,8,2,2,2,2,8,8,8,2,3,3,1,8,8,4,3,8,8,8,8,8,8
6,2,28,2,1,2,95,5,3,1,2,1,3,2,2,1,4,2,1,3,3,3,6,5,2,2,1,3,4,4,4,6,3,2,2,2,1,1,2,4,5,2,3,2,1,3,1,1,3,3,3,2,2,2,2,1,1,2,2,2,3,1,1,1,3,2,2,2,2,3,3,2,3,3,2,2,1,2,2,2,2,14,14,2,2,2,2,2,8,6,2,1,8,2,14,14,14,15,4,4,2,8,4,2,4,14,14,14,8,8,15
2,1,32,2,1,3,30,2,4,1,3,1,2,3,2,1,1,1,1,8,8,2,5,3,2,2,1,2,3,2,3,3,3,3,3,5,2,3,1,2,1,1,5,1,2,1,2,2,2,2,3,2,2,2,2,1,1,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,1,2,2,3,3,2,8,8,2,2,2,2,2,3,3,2,2,2,6,6,6,6,6,3,3,2,3,3,4,4,7,7,7,14,4,4
17,2,36,1,4,3,30,2,2,3,2,3,3,6,2,1,3,2,2,2,2,3,5,5,2,2,2,3,3,3,2,1,2,1,2,3,2,3,2,2,2,2,2,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,15,14,14,15,15,15,15,15,2,2,15,15,15,2,15,15,2,15,15,2,15,15,15,15,15,15,15,15,15,2,6
12,1,35,1,4,3,50,1,4,4,4,4,2,5,2,2,4,4,1,1,1,1,5,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,3,2,2,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,4,1,8,8,1,15,15,15,15,8,1,15,15,15,15,15,8,8,15,15,15,1,15,3,15,15,8,8,8,15,8,15
6,2,27,2,1,2,50,2,5,2,3,1,3,5,2,1,2,2,2,2,2,2,6,4,2,2,1,3,4,2,2,3,2,2,3,8,2,4,2,4,2,1,5,2,3,2,2,2,2,2,3,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,14,4,2,14,14,2,1,1,1,1,8,5,2,1,8,2,8,8,8,1,6,6,2,2,3,2,6,14,14,14,15,5,15
2,1,39,2,1,2,50,1,3,3,3,3,1,1,1,1,1,3,2,1,1,1,1,1,3,3,3,3,3,3,3,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,3,7,3,4,6,3,3,1,8,1,1,1,1,1,1,5,5,5
7,2,39,2,1,4,20,2,5,5,4,1,3,6,1,2,1,1,1,2,2,2,4,4,2,2,2,2,3,3,2,3,2,2,2,2,2,2,2,8,3,2,4,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,2,2,2,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,5,1,2,1,1,1,1,1,1,1,1,1,1,4,1,4,1,1,1
1,1,29,2,1,5,15,3,3,2,3,2,3,8,3,2,2,3,2,2,2,4,6,6,1,1,3,3,4,2,3,2,3,3,3,2,2,4,1,3,3,2,5,2,2,2,2,2,2,2,3,2,2,2,2,1,1,2,2,3,3,2,2,2,1,2,2,2,2,3,3,2,2,2,2,1,2,2,15,2,2,5,5,1,2,2,2,2,5,2,2,1,1,2,4,4,4,1,6,4,2,4,2,2,4,5,15,5,8,8,1
3,1,43,2,1,1,10,1,3,5,5,2,2,3,3,1,2,3,2,1,1,4,4,4,2,3,2,2,3,3,3,3,5,3,4,3,4,3,4,3,2,2,4,1,4,3,2,3,2,3,3,2,2,2,2,3,3,2,3,3,3,3,3,3,3,2,2,1,2,2,3,1,1,1,1,1,1,3,3,2,4,2,2,3,3,5,3,5,5,4,4,4,2,4,5,3,4,4,3,3,1,2,2,10,10,10,10,10,8,8,8
10,2,64,2,2,4,70,3,3,3,3,3,3,4,3,2,3,3,2,2,2,3,6,3,2,5,3,3,4,4,3,3,3,2,3,3,3,3,3,3,3,2,1,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,5,2,14,14,2,2,2,2,2,7,7,1,2,2,2,8,8,8,5,4,4,2,2,4,8,4,14,14,14,15,6,6
2,1,39,2,1,2,20,1,1,3,3,2,5,8,2,2,5,2,1,2,2,2,8,5,2,12,6,8,5,3,5,3,3,3,3,2,2,2,1,5,3,2,5,1,2,3,2,2,2,3,2,2,2,2,2,3,2,2,3,3,3,3,3,3,2,2,1,1,1,2,2,2,1,3,3,1,2,2,6,6,1,6,6,1,1,1,1,1,7,3,1,1,1,1,7,7,7,1,3,3,1,7,1,4,3,8,8,8,8,4,1
1,1,27,2,1,2,50,3,3,3,3,3,3,11,2,1,4,3,2,3,3,2,8,3,2,11,3,8,3,2,2,4,2,3,2,2,2,2,1,3,2,2,2,1,2,2,2,2,2,2,2,2,3,3,2,2,2,2,3,2,3,3,3,3,3,2,1,2,2,2,2,2,2,2,2,3,2,1,2,2,1,7,7,1,1,1,1,1,2,2,2,1,1,1,4,4,4,1,4,4,1,2,1,2,4,7,1,7,1,4,1
8,2,48,2,1,3,80,3,1,4,3,1,2,8,8,1,3,3,2,4,4,6,5,5,2,14,2,7,3,3,3,3,3,3,3,3,3,3,3,4,3,3,1,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,1,3,1,3,4,1,14,14,2,1,2,2,2,14,14,15,1,4,2,8,8,8,3,3,3,3,8,3,13,3,13,13,13,1,7,2
6,2,28,2,1,3,99,2,3,3,3,1,3,5,2,1,3,2,1,3,3,2,6,5,2,1,1,2,2,2,2,1,2,1,2,1,1,1,2,3,1,2,1,1,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,2,1,10,8,8,2,3,3,3,8,15,1,1,1,2,6,4,2,15,3,3,2,2,2,2,2,8,15,8,15,3,15
7,2,38,2,1,4,60,2,2,2,2,1,3,4,2,1,4,1,1,1,1,3,8,8,2,5,1,3,4,3,4,2,2,2,2,2,1,2,1,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,3,1,8,8,8,8,1,2,1,8,8,1,1,1,1,8,8,6,1,3,3,1,2,1,4,3,8,8,8,1,1,1
2,1,37,2,1,4,5,1,4,3,4,3,2,4,3,2,3,3,2,2,2,2,2,2,3,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,15,15,15,15,6,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,3,15,15,15,15,15,15,15,15,15
2,1,38,2,1,5,20,1,3,1,2,1,8,12,1,1,5,1,1,1,1,1,8,8,1,3,3,3,4,3,4,4,2,1,2,2,2,2,2,4,4,2,14,1,1,2,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,3,2,2,3,2,2,2,2,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
10,2,63,2,2,2,80,5,3,3,3,3,2,4,1,1,3,2,2,2,2,1,4,2,1,1,1,1,3,2,2,1,2,2,2,2,2,2,1,2,1,1,1,1,1,2,2,2,2,2,3,2,2,2,3,2,2,2,3,3,3,2,2,2,3,2,2,3,3,3,3,2,2,2,2,3,3,3,6,3,1,8,8,5,3,3,3,1,8,2,1,1,1,1,3,3,3,1,3,3,2,1,4,4,3,8,8,8,1,1,1
2,1,34,2,1,2,40,2,1,1,1,1,2,1,1,2,2,2,2,3,2,2,2,2,2,2,3,2,3,3,2,3,3,1,2,2,3,2,3,2,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,8,3,2,2,2,2,6,3,2,2,2,2,8,8,8,2,4,4,2,2,2,2,4,2,2,2,1,8,1
6,2,24,2,1,3,7,4,2,3,3,3,2,6,1,1,2,1,1,2,2,2,4,4,1,5,3,3,3,2,3,2,2,2,2,2,1,2,1,2,1,1,2,1,1,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,5,2,1,2,5,1,1,15,15,1,6,6,1,15,15,1,2,2,2,15,2,1,1,15,6,1,1,3,15,3,15,15,15
6,2,21,2,1,2,70,3,4,3,3,3,5,5,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,3,4,4,4,4,3,3,3,4,3,5,3,4,3,1,2,2,3,3,1,2,3,1,2,2,1,3,2,3,2,2,2,3,3,3,3,3,3,3,2,2,3,2,2,2,3,5,5,2,2,7,4,1,1,1,2,7,7,7,6,7,7,7,7,7,7,6,5,5,6,5,5,5,5,4,5,5,4,4
6,2,25,2,1,6,50,5,1,1,1,1,3,3,5,2,2,1,2,2,2,2,7,6,2,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,1,2,2,2,5,5,2,7,7,4,2,2,5,3,8,8,3,3,3,3,3,3,2,2,4,3,1,3,2,3,3,2,4,2,3,4,2
2,1,37,2,1,2,30,1,2,2,3,4,3,4,2,1,4,3,3,2,2,2,6,5,3,3,3,2,2,3,2,3,3,2,3,3,2,3,2,3,2,3,1,3,1,1,2,2,3,2,2,2,2,3,2,2,1,2,2,1,2,2,2,3,2,2,1,2,3,2,2,2,2,2,1,2,2,2,3,2,2,3,3,3,2,3,3,3,2,2,3,3,3,2,3,3,2,3,2,2,3,2,3,3,2,3,3,2,2,3,2
6,2,29,2,1,2,100,5,3,3,3,1,2,5,5,1,2,2,1,1,1,2,4,4,1,11,1,1,2,2,2,1,2,1,1,1,1,3,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,14,14,14,14,15,15,2,14,14,2,1,2,1,8,8,8,15,3,3,2,8,3,2,3,11,11,11,15,1,15
2,1,32,2,1,3,50,3,1,4,1,1,3,4,3,2,3,2,2,5,4,6,3,4,2,4,4,7,4,2,3,4,4,6,3,4,3,4,4,3,5,5,3,3,5,3,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,2,4,4,3,3,2,3,4,8,2,7,7,5,5,4,3,4,2,4,4,4,3,4,5,4,4,5,4
11,1,20,1,4,2,5,1,4,5,4,3,3,5,5,2,3,5,2,2,2,3,7,7,2,4,5,7,6,3,6,6,5,3,4,4,4,4,2,2,3,2,4,9,10,2,3,2,2,2,2,2,2,2,2,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,2,2,2,15,15,15,2,2,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,8,15,15,15
7,2,35,2,1,4,40,3,4,4,4,4,2,5,2,2,3,3,2,4,4,3,8,5,2,3,3,5,5,5,5,4,3,2,2,3,3,3,1,5,3,3,4,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,2,1,8,8,1,1,1,1,1,8,3,1,8,1,2,8,8,8,4,4,4,2,8,2,2,4,8,8,8,15,15,15
6,2,25,2,1,1,100,7,3,3,3,3,3,8,1,2,4,3,2,2,2,4,5,5,3,3,3,5,3,3,3,3,3,3,3,4,3,4,2,4,1,3,3,3,3,2,2,2,2,3,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,3,3,2,3,3,2,2,2,2,2,2,2,2,2,1,4,14,2,2,1,1,2,8,8,2,2,2,2,4,4,4,2,4,4,2,3,3,2,4,14,14,14,8,8,8
3,1,48,2,1,4,5,1,3,4,4,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,3,2,3,15,15,15,15,15,2,15,15,15
2,1,34,2,1,2,35,1,4,4,4,3,4,5,2,1,2,2,1,1,2,3,8,6,1,3,4,3,4,2,2,1,2,2,2,3,2,3,1,4,2,1,1,1,1,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,2,2,2,2,2,15,8,8,3,15,15,15,15,2,2,2,1,2,15,3,3,4,15,5,6,2,6,3,2,2,2,2,2,15,15,15
4,1,59,2,2,3,5,3,4,5,4,3,5,8,2,2,4,3,2,2,2,3,8,5,2,2,2,6,3,3,2,3,3,3,4,2,2,3,2,4,2,2,1,1,1,3,3,3,2,2,3,2,2,2,2,3,3,2,2,2,2,2,2,2,3,2,2,2,2,3,3,2,3,2,2,3,2,2,1,1,1,11,8,1,1,1,1,1,1,1,1,1,1,1,2,2,4,1,1,1,1,1,1,1,1,2,3,4,1,4,1
13,1,49,1,4,1,100,1,2,4,1,2,2,4,2,2,3,3,1,1,1,3,4,3,1,5,5,4,3,3,3,3,1,1,1,1,4,4,1,3,1,1,3,2,3,1,1,2,2,2,2,3,1,1,1,1,2,1,1,2,1,1,1,1,2,2,3,1,2,1,2,1,1,2,2,2,2,2,3,3,2,4,3,4,1,4,4,4,1,3,3,4,3,3,3,3,3,3,3,3,3,2,2,2,2,4,4,4,2,4,4
2,1,39,2,1,3,20,1,1,2,5,1,3,5,2,2,5,2,2,2,2,2,5,5,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,7,1,1,1,7,1,1,1,1,1
12,1,36,1,4,2,50,2,3,5,3,3,4,11,3,2,5,4,3,12,12,4,11,11,4,11,11,11,4,4,4,11,4,3,4,8,1,8,3,8,8,4,1,2,6,2,2,2,2,3,2,2,2,2,2,3,3,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,8,4,15,8,8,15,15,15,15,6,15,15,15,15,15,8,6,6,6,15,15,15,15,15,15,2,15,15,15,15,15,8,1
